subject_id,group,roi,category_id,parameter_estimate
sub-11,controls,left_AG,5,-4.01416182518005
sub-12,controls,left_AG,5,5.82674384117126
sub-13,controls,left_AG,5,-7.72731900215149
sub-15,controls,left_AG,5,1.3739632666111
sub-20,controls,left_AG,5,5.50612318515778
sub-22,controls,left_AG,5,-5.26213848590851
sub-23,controls,left_AG,5,4.55758619308472
sub-24,controls,left_AG,5,-4.07457756996155
sub-25,controls,left_AG,5,3.97074639797211
sub-01,controls,left_AG,6,-2.2778183221817
sub-02,controls,left_AG,6,-1.27072894573212
sub-05,controls,left_AG,6,-5.5302402973175
sub-11,controls,left_AG,6,-4.71414756774902
sub-12,controls,left_AG,6,2.8180096745491
sub-13,controls,left_AG,6,-5.30282998085022
sub-15,controls,left_AG,6,2.7371067404747
sub-20,controls,left_AG,6,2.72816050052643
sub-22,controls,left_AG,6,-3.51689946651459
sub-23,controls,left_AG,6,-0.547836124897003
sub-24,controls,left_AG,6,-3.14509522914886
sub-25,controls,left_AG,6,-2.86961233615875
sub-03,logicians,left_AG,1,-0.300298804417253
sub-06,logicians,left_AG,1,-1.99748936295509
sub-07,logicians,left_AG,1,-2.12692070007324
sub-08,logicians,left_AG,1,-0.535539239645004
sub-09,logicians,left_AG,1,-1.41183838248253
sub-10,logicians,left_AG,1,0.320137441158295
sub-14,logicians,left_AG,1,-2.4798883497715
sub-16,logicians,left_AG,1,-2.70028173923492
sub-17,logicians,left_AG,1,-2.64673608541489
sub-18,logicians,left_AG,1,2.36123818159103
sub-19,logicians,left_AG,1,1.35910487174988
sub-21,logicians,left_AG,1,7.49865531921387
sub-03,logicians,left_AG,2,0.588837206363678
sub-06,logicians,left_AG,2,-1.8660831078887
sub-07,logicians,left_AG,2,1.03763881325722
sub-08,logicians,left_AG,2,-0.00678122043609619
sub-09,logicians,left_AG,2,-1.1262235045433
sub-10,logicians,left_AG,2,-0.253204613924026
sub-14,logicians,left_AG,2,-4.44408082962036
sub-16,logicians,left_AG,2,-1.03763398528099
sub-17,logicians,left_AG,2,-1.6627394258976
sub-18,logicians,left_AG,2,2.2588499262929
sub-19,logicians,left_AG,2,-0.367795944213867
sub-21,logicians,left_AG,2,7.86382174491882
sub-03,logicians,left_AG,3,-1.07048970460892
sub-06,logicians,left_AG,3,-1.35226422548294
sub-07,logicians,left_AG,3,-2.97406679391861
sub-08,logicians,left_AG,3,-3.31774599477649
sub-09,logicians,left_AG,3,-1.35378339886665
sub-10,logicians,left_AG,3,-4.28386092185974
sub-14,logicians,left_AG,3,-3.65749537944794
sub-16,logicians,left_AG,3,-4.23493897914886
sub-17,logicians,left_AG,3,-1.39802721887827
sub-18,logicians,left_AG,3,2.62169015407562
sub-19,logicians,left_AG,3,-1.53658053278923
sub-21,logicians,left_AG,3,7.17029118537903
sub-03,logicians,left_AG,4,7.29958772659302
sub-06,logicians,left_AG,4,0.016752615571022
sub-07,logicians,left_AG,4,1.51173341274261
sub-08,logicians,left_AG,4,5.16029858589172
sub-09,logicians,left_AG,4,-0.0545501708984375
sub-10,logicians,left_AG,4,4.83470511436462
sub-14,logicians,left_AG,4,1.66095018014312
sub-16,logicians,left_AG,4,0.592348963022232
sub-17,logicians,left_AG,4,4.70928490161896
sub-18,logicians,left_AG,4,3.69195151329041
sub-19,logicians,left_AG,4,2.39298877120018
sub-21,logicians,left_AG,4,8.51133251190186
sub-03,logicians,left_AG,5,6.37197732925415
sub-06,logicians,left_AG,5,1.962273478508
sub-07,logicians,left_AG,5,6.05939388275146
sub-08,logicians,left_AG,5,3.00950229167938
sub-09,logicians,left_AG,5,0.949515674263239
sub-10,logicians,left_AG,5,6.49661636352539
sub-14,logicians,left_AG,5,4.30876350402832
sub-16,logicians,left_AG,5,2.99225974082947
sub-17,logicians,left_AG,5,5.17091464996338
sub-18,logicians,left_AG,5,5.01375246047974
sub-19,logicians,left_AG,5,4.75523579120636
sub-21,logicians,left_AG,5,11.4880418777466
sub-03,logicians,left_AG,6,-0.33821702003479
sub-06,logicians,left_AG,6,-1.19326557219028
sub-07,logicians,left_AG,6,-0.60282526910305
sub-08,logicians,left_AG,6,-1.36563172191381
sub-09,logicians,left_AG,6,-3.06117904186249
sub-10,logicians,left_AG,6,3.87375271320343
sub-14,logicians,left_AG,6,0.815527945756912
sub-16,logicians,left_AG,6,3.51352286338806
sub-17,logicians,left_AG,6,-0.428013481199741
sub-18,logicians,left_AG,6,10.3666491508484
sub-19,logicians,left_AG,6,-1.23188430070877
sub-21,logicians,left_AG,6,9.53762578964233
